loan_acc_num,missed_repayments,loan_amount,collateral_value,interest
LN28575292,657679.09,481231,28569.3,14.2
LN53184634,30328.8,91509,710.15,8.1
LN76316289,5230.35,6869,1061.02,8.1
LN73203313,108486.73,107594,11975.55,14.6
LN55022634,26711.28,19253,3201.58,14.3
LN83718647,144073.77,243208,37432.33,13.0
LN48886643,166441.16,263628,30315.25,9.8
LN73280084,1823100.98,1975199,214281.76,10.0
LN71387229,2833823.18,1200461,70542.0,13.2
LN44585331,109900.96,163762,9609.31,14.3
LN62459893,15063.64,5914,786.36,14.0
LN64843178,1374208.47,1748446,221023.01,14.3
LN94945419,1528298.42,1751663,475669.79,9.5
LN21522254,957464.33,1271190,98990.34,8.3
LN88383878,260202.03,565690,27518.23,9.2
LN76803521,148964.59,350230,64319.85,8.6
LN68710885,1731356.83,1400515,338479.21,13.0
LN69063905,3177683.87,1699429,354698.08,10.6
LN28266635,457115.44,428273,54580.15,11.4
LN33297925,669465.47,344203,86880.09,11.0
LN97245927,26986.27,14050,2159.04,10.8
LN15086393,265023.85,232243,42328.48,12.1
LN70930177,188625.38,289232,47889.96,14.0
LN99848433,426369.51,193009,15591.27,12.4
LN26684089,10848.1,23057,343.54,10.7
LN84499515,132841.21,222025,12259.45,13.1
LN47829159,869377.65,1056981,224885.88,9.0
LN11189357,484327.3,542428,41329.09,9.7
LN45007806,1106603.93,1885395,156723.17,9.2
LN24856375,593049.5,1652933,250550.03,8.7
LN31030513,917898.28,1922530,384548.37,9.5
LN79195478,1260495.69,1262567,139058.49,14.5
LN99164383,1142672.32,1235970,260789.45,13.6
LN97447492,814860.04,1262231,65263.61,13.9
LN98992887,586946.88,487340,58840.64,12.7
LN50335321,3244808.14,1926252,307398.14,9.6
LN86007447,40774.35,55505,8798.23,13.5
LN51849771,188444.76,203977,56734.63,10.0
LN12896760,401437.23,872968,122642.5,9.2
LN84933046,468713.82,190741,21352.78,13.7
LN20002451,195493.74,252736,11659.44,8.5
LN56050896,88818.96,127062,3973.83,13.0
LN42414438,964066.57,468595,14448.5,11.6
LN94573515,205587.7,401637,50924.09,11.6
LN53854697,549984.13,272258,80528.09,11.4
LN92085874,19287.41,14204,3460.32,14.0
LN99357728,3576.97,4050,306.72,12.5
LN93262958,2303.29,4360,747.35,9.6
LN68997829,146433.96,241153,19093.49,11.6
LN28719082,72727.74,70886,419.88,14.8
LN15622637,117500.35,149888,21490.23,8.6
LN44325363,4543.31,7995,157.01,8.6
LN90857738,8662.65,14572,3032.63,11.2
LN52866499,47092.96,116683,1240.41,8.2
LN23743290,3385014.25,1945506,465768.72,9.9
LN85017761,287055.88,297682,704.53,10.4
LN78615721,49234.9,78929,4695.92,13.5
LN59869093,2405.37,4372,321.81,11.5
LN81952813,9163.5,3741,955.3,13.4
LN18753215,141630.66,185399,40145.52,8.4
LN80747720,3083802.69,1850921,139953.44,9.5
LN81288250,7586.96,19516,961.7,9.1
LN65909159,154192.02,262172,34729.3,11.3
LN26360840,648658.18,279240,52308.08,13.0
LN69914045,634782.02,491933,106035.63,13.5
LN82089953,58692.72,84960,15955.22,14.6
LN26197563,8504.37,15092,2609.92,12.3
LN11332241,1002732.72,478626,99621.04,11.8
LN20964184,448814.24,230727,22536.59,11.0
LN87585778,610435.05,660186,80583.44,13.6
LN53112896,235484.55,326675,48091.9,11.0
LN44416064,181718.73,235137,61569.04,14.1
LN15549743,741509.37,886384,75156.96,12.5
LN36708321,4136019.46,1825901,333572.85,12.7
LN64304296,986381.66,1793134,75531.53,10.7
LN69808658,451934.95,669179,85265.15,10.4
LN75652376,36272.87,77170,21210.84,10.8
LN44481927,151846.34,246217,46490.0,9.6
LN87172276,91196.26,225150,63246.81,9.6
LN73446471,1224497.58,1025959,87061.52,12.6
LN70845536,743400.49,1407021,386830.1,11.9
LN49648249,455834.81,273498,23231.81,9.5
LN43506301,3111.18,7413,567.09,9.4
LN89953438,3019.95,5018,1209.27,10.9
LN21094585,535538.52,270123,9191.43,11.2
LN91733930,1173974.4,470497,96045.56,13.9
LN85162224,1053045.55,1689282,6165.47,9.7
LN85661855,130613.41,192904,37074.3,14.4
LN76763452,58856.6,74316,20277.97,11.9
LN72629079,437067.43,197851,18558.98,12.4
LN83072143,1646.76,2053,15.53,14.9
LN16377052,7398.4,20648,5489.93,8.5
LN11581374,3822882.28,1619471,206763.8,13.2
LN70356860,10781.51,8713,2188.68,12.8
LN37147716,395174.99,259985,45649.16,8.7
LN92879216,459270.92,1150456,33836.13,9.5
LN82994258,479253.86,193521,14094.51,13.8
LN25592500,256156.38,182932,12805.91,14.5
LN11415799,789451.98,360536,68712.69,12.3
LN52715332,11284.05,19710,2265.71,10.9
LN64624140,21997.33,38773,8873.22,10.9
LN62362689,48019.08,91517,26236.19,11.8
LN33774425,117718.03,234916,30854.15,11.4
LN93557883,121321.66,137021,25203.89,13.1
LN31636654,1366524.39,1603376,378099.39,12.7
LN57986434,253665.89,568260,71838.43,10.4
LN42188881,34991.32,24480,1427.18,14.7
LN40413983,106320.52,219354,15333.76,11.1
LN21022607,903805.71,1502658,285557.44,9.4
LN48262936,955188.38,486471,28084.04,11.1
LN92732080,146128.09,294689,58985.6,9.8
LN92454479,89363.33,127835,35042.04,13.0
LN14082569,66674.63,35915,4599.77,10.5
LN99838854,222830.3,261268,49943.12,12.7
LN64382185,7512.47,7844,294.74,10.1
LN90693210,84107.47,158458,43535.48,8.4
LN55819174,541694.35,251709,57696.41,12.1
LN47539500,477638.89,268703,45105.48,10.1
LN35426832,261639.12,115422,6733.53,12.7
LN61460414,236739.57,194739,9821.33,12.8
LN57616097,12128.77,23242,4874.34,10.1
LN41522188,176090.57,292501,81988.49,9.4
LN38822611,19420.79,22038,519.78,9.5
LN35662308,335657.47,181219,29625.37,10.5
LN98988854,1185903.57,1365923,211909.69,12.9
LN66492466,179957.74,215315,26489.23,15.0
LN72275284,1007108.81,1560269,226441.33,10.0
LN61256270,103517.21,115831,32140.04,13.2
LN79130256,13931.39,25833,189.3,10.4
LN26250164,142624.64,240774,37636.62,13.0
LN29199758,2620.51,4517,140.89,8.5
LN22345167,569040.56,452329,34361.85,13.2
LN58365534,3843.3,5260,150.84,14.7
LN26677649,290767.9,318350,63994.26,9.9
LN62168359,6252.77,6940,1291.22,9.5
LN48473801,12282.66,21491,3162.32,12.5
LN66181916,446569.12,340306,4740.52,13.7
LN31414518,403177.39,356694,99868.19,12.0
LN90954666,9579.39,8078,1268.33,12.3
LN45363070,261721.62,231491,13732.27,12.0
LN30383065,43675.49,40760,11146.21,11.4
LN72708492,5510.15,11645,2436.67,10.6
LN71285740,1304282.39,1964687,282756.7,14.2
LN91864112,81549.56,156641,39917.41,10.2
LN94429439,242125.27,252804,56284.64,14.0
LN51629859,13896.39,18823,1537.71,11.1
LN73758284,137273.42,257879,38425.5,10.4
LN18741862,26168.05,33654,3579.94,14.1
LN58657753,91514.76,169840,22942.08,10.5
LN30016554,800517.92,407683,48541.65,11.1
LN26345759,72450.8,103587,28634.36,10.7
LN21575475,33994.66,45811,8148.13,13.6
LN32541313,412003.92,607704,11230.71,12.7
LN37412498,154136.26,227699,17704.37,14.4
LN73799469,5460.94,9907,2932.99,10.4
LN32916687,117604.95,242938,22715.75,9.6
LN66420397,10888.07,16093,846.22,12.5
LN20341305,1281428.57,476601,6082.75,14.9
LN71146386,340272.4,168407,18914.97,11.4
LN74466997,109806.27,207522,28967.99,11.9
LN44072016,1217282.96,459378,7114.74,14.7
LN65514196,371405.9,369470,18613.47,10.8
LN38145465,52339.24,132382,39148.28,9.4
LN29073969,915949.37,649487,114468.68,8.1
LN19520524,16539.26,12460,1055.7,13.7
LN26767331,17097.54,16801,3965.73,14.6
LN68798921,46433.81,76886,18324.11,9.4
LN35773356,438372.15,1330824,1666.32,8.1
LN28240577,486962.32,204563,3829.62,13.3
LN45411104,13166.21,17682,4394.0,8.1
LN44090862,117144.53,146708,23277.25,12.0
LN30672366,338856.44,264759,78509.91,13.4
LN32760450,4677.84,8236,469.53,10.6
LN59187645,135725.59,132457,3155.86,14.8
LN84478225,371838.56,362444,47437.61,11.0
LN80649922,280167.88,201682,7842.9,14.4
LN48700208,103147.5,191470,56239.42,10.5
LN53955134,121474.12,187928,12356.04,10.0
LN13186785,52574.75,78060,4289.81,12.6
LN16145972,6890.74,5819,187.02,12.2
LN22289597,934099.67,1137807,288306.69,14.8
LN27094261,191268.06,266269,17024.32,13.3
LN47048353,35968.44,79245,13265.52,10.5
LN63824874,1043590.71,740017,64847.96,8.1
LN89472838,213825.87,470796,75668.15,9.1
LN84042608,241183.51,279467,39293.45,9.4
LN36371159,37178.37,79113,2375.47,10.8
LN45935675,207762.24,523820,71388.53,8.1
LN68920369,1118663.11,710532,52517.11,9.0
LN33267174,12961.53,18051,2875.19,14.9
LN14843948,6518.26,4786,1246.99,13.8
LN55707503,45750.64,61742,4854.45,13.6
LN99688683,15136.08,36158,1927.33,8.4
LN62918184,84405.23,174068,82.43,11.1
LN35109685,26509.22,50667,13014.07,10.2
LN80051728,59215.39,104426,30137.26,8.9
LN11264938,106690.35,241635,51422.62,10.3
LN35105557,18232.67,22198,5370.52,8.9
LN43170979,260514.62,487618,124434.05,12.0
LN93008033,223134.89,215248,6983.96,11.1
LN89406131,13184.37,7018,734.23,10.5
LN79485249,417118.07,432648,77733.27,10.4
LN98604061,213108.06,140144,6402.22,8.7
LN60641805,136685.98,193825,12674.2,13.1
LN31451341,3777851.02,1491184,35897.12,14.1
LN38377029,4636.31,11571,2630.7,9.2
LN11896001,53655.83,23601,3438.78,12.7
LN24640410,1186689.72,1294950,327204.12,13.5
LN65354241,3733.01,4919,1285.37,11.0
LN17937818,383454.17,377653,103034.02,14.7
LN94250376,98496.36,194337,4402.4,11.5
LN22149504,3114.28,4716,1042.62,11.8
LN30001245,271484.09,336270,71396.27,14.6
LN42563780,50229.84,41931,10045.59,12.6
LN33700654,222787.3,352190,74765.85,12.0
LN62256878,134729.33,193643,36595.25,14.7
LN30328509,49434.91,24385,2603.97,11.4
LN65849204,11033.33,14390,1746.03,8.3
LN21461501,706757.16,1153071,236743.73,11.7
LN45641696,4834.36,9803,94.24,10.9
LN62351612,960312.85,1100578,55911.37,9.5
LN32913634,1678.71,3363,182.2,8.9
LN35023636,1158149.38,1342822,124476.28,9.4
LN70555434,11411.52,18966,3717.24,13.0
LN75585440,880060.05,1261322,194108.9,10.7
LN69035405,172696.38,218532,33938.95,11.9
LN11231117,61076.51,34625,5730.18,10.0
LN38296193,263044.57,100686,29597.43,14.5
LN83929939,110138.98,298234,77079.39,8.9
LN24388767,55688.61,63930,1344.68,12.9
LN27049644,41326.22,52621,13604.56,11.8
LN57139810,9492.97,15253,3451.55,13.3
LN31060745,48825.76,103156,25384.91,9.4
LN23162840,8654.43,21761,2134.1,9.3
LN11925011,2340919.47,1436742,32894.95,9.3
LN65958563,52159.88,72915,16543.07,10.9
LN53773304,79882.42,123475,5485.18,10.0
LN10896418,78349.75,112487,6692.97,14.7
LN47499194,235083.34,239277,64981.1,14.3
LN29173976,105800.52,171648,14944.83,13.4
LN59284269,121902.01,190371,28686.41,13.8
LN40906485,63901.27,52449,8768.64,12.8
LN56698943,11249.76,16201,237.85,10.5
LN61084227,1111255.58,1535379,310671.95,8.0
LN29751739,646388.43,1304837,384125.82,9.8
LN35569588,271730.64,561271,117010.71,11.1
LN67399544,2982.3,6633,1580.86,9.9
LN23255751,708591.65,1005994,49715.61,13.1
LN42869084,5126.13,11767,2414.54,8.5
LN15872809,12233.43,8429,1039.39,8.2
LN66228295,641380.68,819280,2720.83,8.6
LN59066795,838336.06,435238,124559.94,10.9
LN57783474,237850.79,496846,139551.77,11.0
LN18164675,38654.8,39844,9651.37,14.1
LN77856389,132866.33,141055,35230.21,13.8
LN88084416,1155866.21,918966,119545.55,13.2
LN60064929,15621.78,19469,5232.76,8.7
LN31391402,106673.12,202645,3112.67,10.3
LN72177937,8579.93,13292,905.48,9.8
LN50009137,307734.29,482068,49489.14,9.9
LN37159783,56899.5,90985,23536.43,9.7
LN41625279,61734.17,85763,14003.48,13.3
LN58044327,1508427.01,1069699,8241.92,8.1
LN49898578,28822.93,19307,1422.98,8.5
LN45139080,492761.74,378661,76998.89,13.6
LN21820503,457707.64,186262,50276.57,13.7
LN91227342,42833.05,82097,3973.89,10.2
LN80903356,156290.33,319030,26781.57,11.2
LN16264773,7771.27,11608,1182.51,10.1
LN75689006,57278.51,66977,3521.31,9.3
LN41320368,1025133.64,1475155,236643.22,14.7
LN49785538,319091.65,463136,41837.63,14.6
LN13889919,62949.93,90937,22637.6,10.6
LN52750211,11914.02,22418,4961.28,11.8
LN55668781,933119.6,1379846,229093.62,14.4
LN53682137,884206.89,1625576,359642.17,10.6
LN28538282,262984.84,487066,43741.65,12.1
LN19256291,195369.02,179423,19385.71,11.6
LN42984271,1836.47,3640,556.57,10.5
LN13439389,5531.21,7751,384.31,14.6
LN91904039,83238.48,141793,7004.94,12.9
LN60557487,58520.43,101899,27247.03,9.0
LN60209853,522598.6,710303,181410.57,11.2
LN87743401,11805.72,18003,1314.41,13.9
LN50449123,8134.63,7760,1155.65,14.8
LN27242789,37236.89,18517,3501.97,11.3
LN39697901,97075.24,204877,42310.16,10.9
LN63280546,979637.52,843289,84510.83,12.3
LN75920785,91971.32,224220,5691.42,9.7
LN68314108,184894.53,227245,18219.44,12.2
LN96384799,99595.82,55944,10058.48,10.1
LN49948061,229816.26,324614,53918.99,14.9
LN45398733,132677.05,295773,46493.87,9.0
LN82884666,15150.52,28314,606.72,11.9
LN57122095,148939.9,166651,42708.39,9.7
LN80266505,11064.83,4166,252.52,14.5
LN25431204,1379850.46,1454120,49907.45,13.9
LN79559820,25753.89,17452,1085.78,8.4
LN67651716,164717.81,434463,95362.67,9.1
LN58682796,8200.64,19803,1587.27,9.6
LN11265671,3800.26,9098,1655.71,8.1
LN34606589,205322.24,337028,81595.21,9.5
LN15999800,877545.63,864515,42546.06,14.7
LN50242224,272920.28,359586,61987.99,11.5
LN48179228,218871.8,462409,131578.39,10.9
LN33445896,807258.26,495377,86474.61,9.3
LN47897179,37833.79,15570,2755.1,13.5
LN98079198,138617.68,238719,61382.35,12.8
LN56281184,1612512.69,1981323,451774.84,14.7
LN34417447,7652.23,4031,719.63,10.5
LN56255649,174123.87,441536,7683.99,9.4
LN26368176,176233.03,320088,15884.25,10.7
LN54978010,80428.87,142678,40408.68,10.9
LN89456335,20224.13,24171,5701.38,12.4
LN41997453,160674.93,287580,80891.2,8.8
LN56624541,1023415.64,1723415,19296.14,11.4
LN52376109,181964.46,268245,63019.64,12.7
LN57374003,640006.52,254498,71671.95,14.0
LN82716123,1318798.19,1738939,197284.61,13.9
LN66108068,315386.41,415577,76602.4,11.5
LN66148632,372799.05,806350,28200.18,10.7
LN38013048,34686.3,22433,4784.27,8.8
LN17220131,102071.82,133540,16755.85,8.4
LN38946632,107447.86,86772,14961.53,13.0
LN83814050,16166.43,18313,3272.98,9.5
LN15389063,114545.53,290288,37332.2,9.4
LN54381949,99851.93,249753,45843.05,9.5
LN14792651,2720.47,5703,1611.02,8.9
LN99550082,3985.63,3555,224.27,11.4
LN57302432,7835.94,12552,2303.46,13.3
LN30242655,585365.63,638656,165268.22,13.5
LN54457535,57065.86,81527,13818.29,10.7
LN54746163,6620.95,9312,288.13,10.6
LN19966012,3688785.27,1992625,277832.94,10.5
LN31958310,17163.27,21293,4287.78,12.0
LN57107523,463131.32,725082,189674.14,12.1
LN17029407,70687.68,88927,21051.07,14.4
LN75468830,3495.02,4355,577.85,13.9
LN78879670,203959.19,276165,39999.06,13.6
LN47390049,1882.59,3977,240.93,8.6
LN75380609,134305.3,203831,7064.47,12.4
LN67053116,1132532.97,1127016,283148.88,10.8
LN12254574,27546.96,34499,10151.89,14.4
LN69570571,486391.61,451301,79283.35,11.5
LN90796991,64521.64,81498,15979.8,11.9
LN92318178,617653.36,289567,14255.7,12.0
LN39522175,311643.25,376225,63054.34,14.9
LN66264312,446506.05,207466,47305.73,12.1
LN35754711,2479064.48,1162493,18731.12,12.0
LN43476989,10892.78,22139,2599.0,9.6
LN60472416,15128.81,23575,5908.08,13.7
LN10812165,74808.96,101733,21094.86,8.1
LN19436111,56046.98,129733,21219.89,8.7
LN53749770,69108.53,73066,3030.15,10.2
LN21798295,333524.21,134651,38005.7,13.8
LN72143804,62153.69,156361,25574.57,8.1
LN21432934,939430.76,1351795,46645.7,14.7
LN70418827,354772.31,900136,140389.99,9.4
LN67015765,82202.21,195712,21813.67,8.5
LN62369831,151676.9,150773,2522.86,10.8
LN23825736,11444.71,24467,1312.29,9.2
LN56210681,375972.6,191422,23336.35,11.1
LN77152401,228520.31,209900,11335.63,11.6
LN23147489,52710.45,23991,5597.83,12.3
LN23041813,57637.27,133527,27657.93,10.1
LN39233371,6555.57,13148,34.84,11.1
LN60245551,4540377.64,1892740,80986.86,13.4
LN87336346,132343.57,378896,66054.63,8.5
LN80121321,181829.8,72251,5887.97,14.0
LN78735098,16346.62,21309,3217.44,13.9
LN19332033,1296945.41,1951465,399106.99,12.5
LN28973139,8848.77,14207,479.47,13.3
LN30370382,242594.11,231721,21103.68,11.2
LN74893745,519648.79,259648,30698.38,11.3
LN39619897,382520.87,482246,89855.03,14.4
LN71230570,6116.3,15644,2926.23,9.1
LN51173058,565918.76,285457,9724.46,11.2
LN74852004,803761.27,1050222,141575.5,14.0
LN31731198,37553.94,71495,16163.6,11.8
LN21361609,114112.58,249425,7675.0,10.6
LN45406306,8399.12,14899,415.69,12.3
LN24064487,718420.85,400041,51007.76,10.2
LN92705010,3929.06,5309,474.83,13.1
LN44054588,220692.2,219460,54403.34,10.8
LN43180758,223757.44,223971,54403.29,14.5
LN80132382,28452.57,44265,9623.66,12.1
LN42939912,1936068.92,1526276,295888.61,13.3
LN84519847,10362.73,3781,822.61,14.9
LN65725890,137054.38,194094,24101.7,10.8
LN17648762,194293.61,292424,18595.5,14.2
LN18891532,151151.72,148751,12682.16,14.7
LN39989997,749157.09,282686,7448.45,14.7
LN82222609,20149.68,39462,9136.76,11.5
LN94296567,418534.32,612908,175366.41,10.5
LN40230937,14004.56,24295,3537.48,12.6
LN99385325,32868.67,23172,2099.2,8.1
LN12676367,2549828.28,1866157,69212.73,14.2
LN49319041,122096.24,195591,10806.84,9.7
LN83413963,14969.37,21405,2031.52,10.6
LN30987227,10259.4,15739,4374.5,13.8
LN35730992,3598136.11,1657888,164848.14,12.2
LN23276947,1423132.07,1580855,84355.92,13.3
LN68254423,291548.3,456701,113127.14,9.9
LN87675692,378180.39,695060,154537.31,10.6
LN28814132,196926.07,267488,45805.57,11.2
LN51097460,51038.79,23426,270.25,12.2
LN20812946,12725.95,12762,1163.42,14.3
LN10970195,1249118.95,885598,5471.4,14.6
LN15276622,12587.01,17602,3132.08,13.1
LN21423455,543952.01,388608,3416.81,14.5
LN29776750,217956.31,309240,31837.05,13.1
LN14420922,197387.1,238026,21483.35,12.4
LN17888154,107159.22,180056,12273.39,9.3
LN15222374,3104.45,3155,106.79,10.0
LN35397530,78594.95,106262,7236.62,13.6
LN60247436,104396.48,132010,490.19,11.9
LN62574768,597171.18,846640,213073.62,10.8
LN37035518,15341.04,22812,3525.16,14.2
LN51044128,40171.21,69654,15504.33,12.7
LN20009302,66955.42,40979,11941.34,9.3
LN44028476,16871.75,31733,7321.06,10.3
LN56955458,39035.09,17896,3047.82,12.2
LN77786776,324093.6,329960,60578.34,14.3
LN43373226,514284.52,491433,119255.39,11.2
LN63090249,38297.39,53600,53.45,13.2
LN68294542,93647.82,275690,28839.81,8.3
LN79283702,4267763.68,1599029,79888.24,14.8
LN28176552,19798.92,23893,4172.06,12.3
LN55121209,96715.7,177507,34720.36,8.6
LN82157055,310961.52,184494,49151.88,9.6
LN92086840,1236103.74,1017487,33901.28,12.8
LN18531671,1722470.84,1193142,19825.44,14.9
LN24175698,1016846.51,645849,191741.34,9.0
LN38790966,367611.97,402541,9452.8,9.9
LN20600407,157557.62,75810,17301.87,11.7
LN30497807,848223.01,477267,115450.66,10.1
LN55452831,1889625.48,707957,76892.71,14.8
LN66162515,102809.99,96186,11704.65,11.4
LN23155177,1473658.47,1875006,462679.06,14.3
LN98164184,1309998.87,928766,122450.71,14.6
LN94196562,28581.47,17041,1449.43,9.5
LN51251463,622536.68,409643,67539.75,8.7
LN61138228,251176.27,249797,13208.83,10.8
LN76305003,692110.6,316069,46781.1,12.3
LN33528212,159491.53,180519,4418.68,9.6
LN19130449,927153.67,1048543,310176.06,13.1
LN89132330,5385.99,8739,461.52,11.4
LN95028448,68658.12,102195,13781.45,14.3
LN15317686,2227277.03,1145387,52181.52,11.0
LN81840546,2238454.46,1810759,97337.39,13.0
LN19649163,15996.16,19694,5671.4,8.8
LN52260025,659425.4,433923,38415.06,8.7
LN13485092,176052.88,285826,22479.24,13.4
LN31201688,279583.0,273063,63961.99,14.8
LN29208154,185047.08,241602,5734.72,14.0
LN48947615,842362.95,1566324,199380.03,10.5
LN26854521,849238.65,1191355,14299.88,10.9
LN71850234,618829.56,240534,62124.27,14.3
LN61766686,74162.73,143506,32286.85,8.2
LN64170995,1362482.72,1252364,368723.34,11.6
LN11153319,189900.02,188812,40666.93,10.8
LN49672161,190653.42,430795,62288.04,8.9
LN25628759,7528.99,12618,1609.83,11.2
LN98734303,691159.12,290371,45681.48,13.3
LN50954618,164711.92,215009,20482.58,14.0
LN54701712,142029.98,260134,14588.85,12.2
LN75939075,1023841.76,1051617,223524.62,14.2
LN42287177,201069.96,426115,45155.22,9.4
LN89701466,83466.42,124306,36893.18,14.3
LN74575113,133010.84,209715,51311.43,13.7
LN40246206,93110.35,144064,20648.78,12.2
LN11163212,1292.65,2023,132.09,12.2
LN18994531,5740.82,14069,3548.59,9.4
LN85036019,14601.06,22962,249.99,13.6
LN74004205,7725.53,13150,1692.72,9.0
LN85550522,8934.91,10560,868.15,14.9
LN17507411,175444.06,238281,49707.42,11.2
LN98298585,89365.86,186427,41151.77,11.0
LN67893189,1454954.35,658832,157064.44,12.4
LN13501228,140380.22,210972,61892.35,12.5
LN66401535,6980.62,14344,1916.09,10.9
LN11122972,586113.19,840006,233170.27,13.0
LN17407432,108513.74,142859,37500.51,13.9
LN52636298,49043.61,59525,16559.81,12.3
LN26934013,265382.43,122196,16031.44,12.2
LN41953641,369806.78,361228,33416.87,14.8
LN50853644,420125.49,644559,72633.0,14.0
LN10818284,9478.59,16858,3954.15,8.7
LN32193309,827457.0,1877011,145273.57,10.3
LN82661670,297118.87,384612,10336.86,14.1
LN13779083,175888.47,130695,19251.36,14.0
LN58705095,253315.7,180896,26722.68,14.5
LN77347425,25654.48,17773,56.12,14.8
LN73443577,11343.37,7668,1810.21,15.0
LN97688228,4247.46,6896,1035.73,11.3
LN76298920,451779.84,219541,22782.72,11.6
LN44139719,79871.86,225244,27740.83,8.6
LN21337935,237483.93,97368,26517.98,13.6
LN47392640,61447.02,24935,6995.39,13.7
LN95702953,12122.95,20082,4824.55,11.4
LN67130773,100086.47,286411,38489.51,8.5
LN88442332,6189.17,8359,2230.11,13.3
LN71509591,15332.59,11641,1986.18,13.6
LN67336358,47599.3,135907,25743.61,8.5
LN32304504,788834.2,1395310,240434.24,8.9
LN57435591,85763.88,45312,5363.33,10.7
LN81306382,290598.28,511075,118903.18,12.6
LN87793478,1140277.04,1475364,412193.59,8.5
LN38248316,275386.78,341113,101485.28,14.6
LN17046684,2120.28,3238,671.86,11.4
LN31245539,26923.99,21072,136.25,13.3
LN38277593,14832.48,20880,3092.94,14.8
LN70898596,21040.52,54330,10821.21,9.2
LN78064704,2708.52,6002,1768.46,8.5
LN53531550,59123.56,100620,10625.99,12.9
LN19054862,1724751.79,1756792,80451.97,14.3
LN32057662,1292639.92,480769,30750.83,14.9
LN57938817,24043.02,9865,2207.15,13.5
LN71957433,485830.14,335777,60285.61,8.3
LN79696631,13485.93,22914,5317.62,12.8
LN74792435,20447.89,23121,5777.32,13.0
LN93881033,21940.18,24377,5665.76,13.2
LN95962945,27714.89,21162,2676.65,13.6
LN70157607,12972.39,12985,1597.05,10.6
LN11803210,2432666.87,1140736,56230.41,12.0
LN98871577,866802.42,629248,48158.99,14.3
LN53271690,10459.97,12509,1682.79,14.8
LN77325962,2320272.58,1997563,577583.04,12.3
LN42482238,555968.31,306389,59652.19,10.3
LN46786822,60799.71,152948,24945.57,8.1
LN45108316,299611.37,611994,81554.6,9.7
LN88087602,62303.25,23270,538.21,14.8
LN43836302,19170.32,15625,3374.83,12.8
LN41073531,20252.94,24695,2417.97,8.9
LN82266514,81972.63,105676,8603.3,11.7
LN32723163,285699.88,373144,78838.66,14.0
LN48348587,159624.03,132418,18973.24,12.7
LN43140302,138758.46,141151,15883.13,14.3
LN95898182,35974.02,99749,27465.37,8.7
LN68816148,204709.33,199877,39887.98,14.8
LN73546284,13297.22,7300,522.83,10.2
LN43516458,138766.96,62759,3208.34,12.4
LN37155721,499354.31,422054,107683.69,12.5
LN57832690,144712.42,91806,9399.44,9.0
LN83490939,8657.18,7701,70.24,11.7
LN43104359,452511.0,1091195,47312.72,9.8
LN87927745,190721.68,253777,74654.21,11.4
LN98232972,533054.42,1318398,7944.23,9.6
LN74125034,246135.45,359426,56180.36,12.8
LN35617356,6210.74,10914,1290.12,8.7
LN60357221,2445378.28,980123,172391.59,13.9
LN83237793,2624.2,2351,307.94,14.9
LN99385588,4338105.34,1915122,249931.05,12.7
LN16527248,257126.77,253172,41431.78,14.7
LN34020145,1205464.23,1589133,413934.1,11.5
LN13617334,5647.48,9510,622.68,12.7
LN61243935,10749.23,10230,2133.78,14.9
LN22411445,597078.02,1812838,344563.18,8.1
LN60150677,259792.47,360422,91517.8,11.0
LN82062997,1033123.54,1988859,7498.68,10.2
LN82061615,2241.71,3862,188.01,8.4
LN26733067,441864.99,446167,56948.1,14.4
LN75851055,257844.52,299560,2877.67,12.8
LN39177755,1505982.94,1853567,148900.31,8.9
LN86517865,182446.52,344150,10929.48,8.4
LN12711819,22672.94,58567,5652.62,9.2
LN57625929,313571.01,148277,3847.39,11.9
LN82433336,2602565.8,1129908,225546.94,12.9
LN83155503,242948.1,119108,26972.55,11.5
LN88647997,158381.78,204411,17768.38,11.7
LN41027298,465862.31,735318,144179.66,13.7
LN49903497,105224.29,190656,10400.49,8.7
LN94617794,1360810.24,1971752,83922.48,10.6
LN50751632,1823336.38,1891890,154109.76,10.4
LN83512454,1969.35,3515,589.22,11.5
LN66188170,1880703.61,1762596,144432.83,11.4
LN14853692,3031.31,4408,1003.63,13.9
LN39124601,226240.03,324045,74211.38,10.7
LN31106340,496593.2,427393,14200.4,12.3
LN48539955,5347.98,4031,795.14,13.4
LN46906129,42011.72,64183,11661.31,14.0
LN25205158,65268.62,200586,44240.98,8.0
LN71467223,335710.16,405294,22760.03,14.9
LN59174773,2114516.58,1560042,322187.47,14.1
LN16799839,78855.91,202312,27043.5,9.3
LN19031518,12888.45,11449,1775.88,11.8
LN97161302,837179.2,447646,56754.6,10.6
LN96456134,283260.47,497838,40029.73,11.0
LN81641076,72836.45,101794,30463.27,15.0
LN67954177,1629300.73,1469348,409143.03,11.8
LN49740413,38925.58,17245,4274.42,12.6
LN54444176,212451.91,274932,3090.91,14.1
LN15400874,12046.88,21508,214.37,12.3
LN11634209,255708.4,445128,57027.03,12.7
LN60398859,134695.1,241016,53614.71,8.8
LN31214887,3022.39,7762,1756.59,8.8
LN22517571,821062.2,903869,29677.2,13.4
LN87642891,77014.08,78259,15391.11,14.3
LN56603305,1239905.73,1510378,108534.21,14.8
LN80031121,130038.54,96583,11108.35,14.0
LN79950459,45531.32,31899,7020.8,14.7
LN17746502,681006.47,448125,6783.28,8.7
