loan_acc_num,missed_repayments,loan_amount,collateral_value,interest ,risk_score,risk_level
LN26170791,8521.83,7440,913.79,11.9,17056.1,HIGH
LN79806062,14314.71,18043,4129.88,8.6,28636.7,HIGH
LN23830462,224092.5,154806,26208.54,8.3,448194,HIGH
LN53291879,210511.94,237910,18410.51,13.1,421041,HIGH
LN57784651,147333.01,201262,15001.97,13.5,294686,HIGH
LN92529202,82854.3,53761,11704.4,8.8,165717,HIGH
LN59157781,314849.84,541469,65321.95,11.2,629712,HIGH
LN74230357,123570.34,276605,58553.41,10.4,247150,HIGH
LN24553535,491168.29,216758,52635.26,12.7,982346,HIGH
LN96059507,8750.13,16589,776.69,8.2,17525.5,HIGH
LN15385827,30262.15,55734,8278.68,12.1,60536.8,HIGH
LN59920875,1098365.27,1589542,148333.38,12.9,2.19675e+06,HIGH
LN73903500,230257.04,238369,49861.1,14.1,460526,HIGH
LN65076669,134294.57,161863,26057.22,12.4,268600,HIGH
LN71928522,232575.05,458108,57772.72,10.0,465163,HIGH
LN89142375,513337.57,329821,34217.6,8.9,1.02669e+06,HIGH
LN45860576,671259.41,452586,87892.74,8.5,1.34253e+06,HIGH
LN99091738,4507.14,8538,1620.13,11.5,9025.02,HIGH
LN89764241,1211539.06,1421263,350099.88,9.3,2.42309e+06,HIGH
LN79376976,105384.32,210269,44333.23,11.4,210778,HIGH
LN95829616,174986.61,225865,61089.95,11.7,349982,HIGH
LN40157870,8046.81,5480,1037.17,14.8,16104.7,HIGH
LN28336770,5921.45,10535,2078.35,10.6,11852.4,HIGH
LN48986190,447384.57,217403,61176.78,11.6,894777,HIGH
LN28184650,200037.27,280406,61286.66,10.9,400084,HIGH
LN27191623,57492.56,93019,27849.24,9.6,114992,HIGH
LN23302606,195044.26,484800,124360.58,8.2,390096,HIGH
LN63129673,94408.88,39595,184.35,13.3,189037,HIGH
LN20599676,162615.52,125916,18900.69,13.5,325243,HIGH
LN82180921,91972.88,162380,37764.37,8.9,183953,HIGH
LN24791592,143399.99,183852,18203.05,14.2,286815,HIGH
LN25189176,98109.06,58127,3503.82,9.6,196239,HIGH
LN75507423,9343.03,13664,3112.32,14.3,18697.5,HIGH
LN52399235,1178266.45,1984227,257375.93,11.4,2.35655e+06,HIGH
LN51676166,315962.36,667718,106827.13,10.9,631936,HIGH
LN60949871,799275.25,365021,8764.59,12.3,1.5986e+06,HIGH
LN86686474,411448.68,700799,208621.25,9.2,822904,HIGH
LN87146449,212941.38,252586,29306.18,9.2,425895,HIGH
LN13872947,11379.39,7452,421.83,8.6,22780,HIGH
LN89485955,1696000.13,1040893,249726.79,9.3,3.39201e+06,HIGH
LN42774529,1263154.2,1087393,195531.49,12.3,2.52632e+06,HIGH
LN99169972,450941.64,225307,23292.98,11.3,901897,HIGH
LN73718417,17539.57,19278,5035.14,13.3,35088.5,HIGH
LN77711638,1430984.32,1925409,279741.11,11.3,2.86198e+06,HIGH
LN45963399,200220.64,224113,34705.86,9.7,400451,HIGH
LN49472871,5686.17,9995,1342.12,10.7,11384.8,HIGH
LN35722298,1041480.87,1472049,307073.75,14.9,2.08297e+06,HIGH
LN35370735,1379458.24,1818530,540849.48,11.5,2.75893e+06,HIGH
LN86741867,172184.72,272733,71920.69,9.8,344377,HIGH
LN94608537,1461228.95,1036220,32361.98,8.1,2.92249e+06,HIGH
LN71178184,7842.93,13456,2286.32,12.6,15696.2,HIGH
LN55438968,971687.7,366680,35129.97,14.7,1.94339e+06,HIGH
LN47697361,96095.52,132399,13439.33,13.4,192207,HIGH
LN33736153,197723.41,112340,3915.76,10.0,395480,HIGH
LN39892487,64341.24,95594,877.23,12.6,128797,HIGH
LN68047917,314789.25,278465,19215.51,12.0,629598,HIGH
LN17133139,42956.76,21176,1213.67,11.4,85935.1,HIGH
LN81115681,8201.28,10237,1607.72,11.8,16414.3,HIGH
LN80256807,362275.31,244196,613.04,8.5,724953,HIGH
LN17290201,27257.55,31022,46.41,9.5,55187.2,HIGH
LN89199760,22081.87,30386,1356.9,11.0,44189.9,HIGH
LN52759871,338491.19,475885,18228.39,13.2,677015,HIGH
LN42952054,237571.14,367783,6918.58,13.9,475202,HIGH
LN62503406,203881.12,369709,36546.15,12.3,407778,HIGH
LN28213692,381623.97,266285,24503.15,14.8,763264,HIGH
LN11732856,14838.99,31864,3783.7,9.2,29689,HIGH
LN54736512,185113.7,460101,96047.58,8.2,370235,HIGH
LN26304522,167201.86,182273,16485.33,13.5,334420,HIGH
LN21768805,335604.92,423213,6620.95,8.7,671276,HIGH
LN39831213,249527.76,260550,37390.0,14.0,499068,HIGH
LN50830425,62686.45,89142,14293.76,14.8,125386,HIGH
LN72469652,2019490.4,1957502,340218.83,14.9,4.03899e+06,HIGH
LN86264543,317621.23,422423,74922.41,13.8,635255,HIGH
LN97577979,224870.32,144410,4036.33,8.9,449780,HIGH
LN54629552,181043.43,293620,82256.81,9.6,362094,HIGH
LN88399527,32741.95,35207,648.84,13.6,65543.1,HIGH
LN71493706,8684.67,12718,2190.07,10.3,17379,HIGH
LN10231592,24027.31,24908,5667.11,14.0,48065.4,HIGH
LN16782478,938999.2,641034,173529.24,8.4,1.87801e+06,HIGH
LN12247273,266890.91,459926,13204.69,12.8,533821,HIGH
LN54532198,1812057.62,1305171,116402.94,14.4,3.62413e+06,HIGH
LN82492615,42881.2,31246,693.24,14.2,85814.2,HIGH
LN98805932,9999.52,10080,1432.03,14.2,20012.1,HIGH
LN55171765,4068927.9,1796284,326918.22,12.7,8.13787e+06,HIGH
LN78167469,6832.04,7715,934.3,12.8,13678.7,HIGH
LN99880694,56939.84,160423,29018.86,8.6,113888,HIGH
LN62675889,93846.65,119823,12947.13,11.8,187707,HIGH
LN68867284,10981.28,20536,3492.56,10.3,21973,HIGH
LN67452527,264739.33,455226,18790.26,11.2,529508,HIGH
LN29396562,246034.38,249800,50818.96,10.6,492078,HIGH
LN98317574,228530.76,221356,9343.11,14.9,457091,HIGH
LN89194586,153811.25,211056,24889.51,11.1,307636,HIGH
LN67774005,15860.96,15319,2067.6,14.8,31734.8,HIGH
LN62294734,850139.54,318469,32788.14,14.8,1.7003e+06,HIGH
LN89748648,794908.98,1367571,350477.02,11.2,1.58983e+06,HIGH
LN99380738,1265676.36,1983635,588928.38,9.9,2.53136e+06,HIGH
LN58407912,165975.92,496195,116524.04,8.2,331958,HIGH
LN70061085,6788.64,14165,2779.41,9.3,13585.7,HIGH
LN52969373,39331.06,93239,18303.01,9.9,78672,HIGH
LN12498409,216576.91,437340,53917.78,11.3,433166,HIGH
LN22150799,7522.64,17455,4393.95,9.9,15052.9,HIGH
LN79815709,123002.16,108700,23586.92,12.0,246015,HIGH
LN69270380,771263.26,657878,139063.85,12.4,1.54254e+06,HIGH
LN50222793,8793.07,19050,1266.52,10.5,17606.3,HIGH
LN30051036,145875.54,311633,60078.96,10.8,291761,HIGH
LN28704113,70764.56,154511,29201.75,10.6,141539,HIGH
LN81735999,42339.03,86132,6299.44,9.7,84696.5,HIGH
LN93785979,157545.23,69466,12848.84,12.7,315102,HIGH
LN31099550,20871.66,8980,1923.93,12.9,41753.1,HIGH
LN34175904,1885166.63,1969723,104140.53,14.0,3.77036e+06,HIGH
LN66289559,33236.81,40655,8115.76,12.2,66483.1,HIGH
LN46277482,13898.7,21032,4296.71,14.0,27807.9,HIGH
LN17289901,20979.73,58753,16552.75,8.6,41965.8,HIGH
LN78757735,780923.93,430404,14255.41,10.3,1.56188e+06,HIGH
LN86234170,18476.74,45808,12254.84,9.5,36960.5,HIGH
LN57347254,333126.92,390698,28110.06,12.7,666272,HIGH
LN85356457,10512.48,7437,204.69,14.4,21067.5,HIGH
LN45745125,91509.32,209690,28241.65,10.2,183031,HIGH
LN71052960,1822.93,2754,582.8,11.4,3654.43,HIGH
LN96184246,91975.43,213354,8800.41,10.1,183979,HIGH
LN44798380,132679.15,166194,34249.8,12.0,265369,HIGH
LN11913423,232986.55,270655,46470.47,12.8,465984,HIGH
LN17949524,24891.35,14660,507.85,9.6,49815.7,HIGH
LN86779437,11956.33,15042,3301.12,11.8,23922.5,HIGH
LN63497962,622884.71,1191564,179250.39,11.8,1.24578e+06,HIGH
LN77838221,14695.86,10024,48.99,8.3,29598.8,HIGH
LN63551686,5618.01,6958,2005.78,14.2,11246.6,HIGH
LN97513617,42500.52,23323,4068.94,10.3,85010.9,HIGH
LN95574773,13618.73,23163,1493.52,9.1,27256.1,HIGH
LN31508614,15467.31,18354,183.71,9.1,31038.5,HIGH
LN53090170,296747.05,297089,53612.83,14.5,593507,HIGH
LN77112063,20264.85,22702,2392.78,13.1,40544,HIGH
LN27247779,35591.5,16029,3196.02,12.4,71193.2,HIGH
LN21022020,619200.43,809011,131206.3,14.0,1.23841e+06,HIGH
LN73921480,58435.06,107941,4660.81,12.1,116899,HIGH
LN25149006,216820.3,549925,113722.31,9.4,433650,HIGH
LN75596104,297756.4,474381,41792.04,13.6,595530,HIGH
LN13578203,159536.5,272048,24147.98,12.9,319090,HIGH
LN60723875,317995.12,340599,97676.5,10.1,635999,HIGH
LN85318249,12820.01,20608,2344.25,11.7,25654.6,HIGH
LN29175661,4904.0,7559,745.82,9.7,9822.99,HIGH
LN30588324,156056.67,200104,31224.66,14.2,312126,HIGH
LN13980475,873026.07,382133,26155.73,12.8,1.74607e+06,HIGH
LN43322054,2803822.58,1227445,366696.61,12.8,5.60765e+06,HIGH
LN22709349,944056.56,399866,86594.04,13.2,1.88812e+06,HIGH
LN73012589,455681.59,467939,81257.9,14.2,911375,HIGH
LN94014489,113975.77,220749,55112.46,8.2,227958,HIGH
LN65289725,9103.41,11745,1125.34,13.9,18223.4,HIGH
LN38568205,2791.97,2730,293.17,10.3,5596.46,HIGH
LN40813731,31312.33,12571,1915.73,13.8,62637.5,HIGH
LN72785774,14842.49,19860,2965.15,13.6,29697.5,HIGH
LN84580644,53854.97,90705,7288.17,13.0,107727,HIGH
LN24451903,63904.08,112053,26912.68,11.0,127818,HIGH
LN11926207,1480465.33,1167069,321483.71,13.3,2.96094e+06,HIGH
LN60510350,163218.19,191276,10082.44,9.3,326460,HIGH
LN17866830,647212.06,255402,24835.81,14.1,1.29444e+06,HIGH
LN16663532,111759.0,100626,1460.51,11.8,223593,HIGH
LN72360356,84665.93,226067,15253.58,9.0,169349,HIGH
LN57241813,110441.13,200113,31016.86,12.3,220895,HIGH
LN38965691,215534.37,318492,85938.5,14.4,431079,HIGH
LN63289956,51494.11,76448,9747.46,12.6,103002,HIGH
LN39744987,842534.57,631699,126798.0,13.9,1.68508e+06,HIGH
LN86552358,2784.77,4417,657.72,12.9,5581.17,HIGH
LN58528398,237665.46,322885,6777.45,11.2,475383,HIGH
LN81575167,216807.07,393859,42546.38,10.7,433629,HIGH
LN49069269,329453.63,176101,3623.48,10.6,658960,HIGH
LN92640554,674709.23,555309,99529.23,12.8,1.34943e+06,HIGH
LN95601270,1252423.21,1403013,371480.57,9.7,2.50485e+06,HIGH
LN43848748,2684212.57,1980392,297254.17,14.1,5.36844e+06,HIGH
LN50090864,577472.39,884386,253675.97,10.1,1.15495e+06,HIGH
LN38591379,188456.94,272831,16315.56,10.6,376934,HIGH
LN55527843,145546.46,200857,10037.19,8.0,291116,HIGH
LN37304208,64925.23,156615,34157.16,8.4,129859,HIGH
LN58180724,888436.08,1233237,369269.31,11.0,1.77688e+06,HIGH
LN35830822,41799.97,24430,6779.07,9.7,83606.5,HIGH
LN37519117,24370.58,46558,2499.94,10.2,48763.7,HIGH
LN24476869,1138314.9,490097,2160.16,13.0,2.27686e+06,HIGH
LN38757939,102498.66,179919,2390.18,11.0,205077,HIGH
LN17914472,96820.95,144232,20275.34,14.3,193654,HIGH
LN94810994,9160.79,8328,842.65,11.5,18335.6,HIGH
LN51984135,247547.07,326195,8032.88,13.9,495142,HIGH
LN16546326,12736.19,15821,1227.12,8.7,25489.2,HIGH
LN58586805,284667.13,352617,88812.95,14.6,569345,HIGH
LN69674603,22637.59,13620,1465.34,9.4,45288,HIGH
LN33412971,70571.33,155918,42048.98,10.5,141151,HIGH
LN69145762,11956.18,20916,655.97,10.9,23949.3,HIGH
LN51355648,30968.66,21485,2998.73,14.8,61950.6,HIGH
LN27273686,185376.47,225192,59700.39,9.0,370760,HIGH
LN30948165,7415.95,7357,509.03,14.3,14851.6,HIGH
LN79015594,163318.29,267713,2070.24,13.3,326772,HIGH
LN48587065,499372.38,1472600,34406.15,8.3,998791,HIGH
LN78030563,677043.73,1535723,368443.79,10.3,1.3541e+06,HIGH
LN25294255,73492.53,68036,6243.58,11.5,147001,HIGH
LN29581878,261298.66,397038,73670.85,14.1,522608,HIGH
LN14334774,154032.32,211352,55502.47,11.1,308073,HIGH
LN23592186,1119136.48,419260,119098.46,14.8,2.23828e+06,HIGH
LN85137101,36248.7,38665,4854.09,13.7,72510.8,HIGH
LN74800165,13927.89,7419,565.32,10.5,27872.4,HIGH
LN26732778,872736.07,347069,90389.31,14.0,1.74548e+06,HIGH
LN88231421,114071.09,313163,47175.07,8.8,228153,HIGH
LN13701804,169426.0,267759,31882.63,12.0,338866,HIGH
LN79068491,7649.85,10165,1413.75,8.1,15309.2,HIGH
LN45805335,3504.79,6463,287.65,11.6,7036.27,HIGH
LN55309076,4256.38,9190,995.13,8.9,8525.68,HIGH
LN45863482,246551.85,244760,38398.07,14.6,493116,HIGH
LN77650192,37899.93,98247,22635.99,9.2,75806.9,HIGH
LN77453856,233547.69,97281,25054.14,13.4,467105,HIGH
LN96868469,41112.84,29017,3158.5,8.1,82237.2,HIGH
LN36853458,215302.11,386405,76457.7,12.4,430615,HIGH
LN81998574,904346.88,1847981,369633.9,11.2,1.8087e+06,HIGH
LN86758398,270917.93,191967,27478.79,14.6,541848,HIGH
LN57988968,2026247.25,967263,226631.53,11.8,4.0525e+06,HIGH
LN76362985,65198.98,44943,4454.97,8.3,130410,HIGH
LN34951980,323485.65,122023,4915.83,14.7,647002,HIGH
LN90802638,255939.05,289810,21949.4,9.6,511896,HIGH
LN45011353,935494.97,1449147,212490.82,13.9,1.871e+06,HIGH
LN25980009,26564.17,10253,2270.18,14.3,53139.7,HIGH
LN23308777,952814.47,1587579,70688.29,11.5,1.90566e+06,HIGH
LN25221239,12001.52,14771,372.27,14.5,24048.9,HIGH
LN47277084,873675.64,1981856,387238.99,10.3,1.74736e+06,HIGH
LN11231225,344973.58,427368,88740.7,14.6,689958,HIGH
LN39559763,213879.18,384208,72754.82,10.8,427769,HIGH
LN97385586,3455.87,5148,526.07,13.7,6926.64,HIGH
LN99662037,470610.43,782282,131188.45,9.4,941231,HIGH
LN56101036,27297.04,14074,2395.16,10.9,54605.3,HIGH
LN43278230,31544.33,19917,2376.3,9.0,63100.9,HIGH
LN30783718,432045.98,462834,116882.84,10.1,864099,HIGH
LN24904167,183712.21,225898,5184.04,8.9,367472,HIGH
LN83232254,47794.21,21743,580.61,12.3,95631.6,HIGH
LN85293490,112021.48,187174,22823.81,13.1,224057,HIGH
LN55795626,32821.12,47808,11440.81,10.5,65651.4,HIGH
LN20197813,198171.78,232289,11450.18,9.3,396367,HIGH
LN70737448,532820.49,499225,122589.62,11.4,1.06565e+06,HIGH
LN22553485,173972.87,239924,55668.12,13.4,347955,HIGH
LN84024962,99330.69,83079,1231.61,12.6,198734,HIGH
LN61161889,9849.43,9812,920.6,10.6,19714,HIGH
LN39143560,430897.98,342484,57322.33,13.2,861807,HIGH
LN60561211,170646.7,131031,17844.66,13.6,341306,HIGH
LN44977358,474035.94,431456,17754.97,11.7,948100,HIGH
LN51355663,153734.84,224390,12066.89,12.8,307493,HIGH
LN32680004,582584.54,683424,59835.31,12.7,1.16519e+06,HIGH
LN16212826,58842.35,24649,2183.19,13.3,117702,HIGH
LN60532844,2213870.65,1594616,236748.53,14.4,4.42775e+06,HIGH
LN18812321,263137.46,787011,22141.47,8.2,526314,HIGH
LN78586393,6081.05,12189,2550.76,9.6,12171.6,HIGH
LN29990219,142285.23,231879,5775.96,11.7,284616,HIGH
LN42780405,5893.41,11137,1437.68,11.6,11799.5,HIGH
LN49234255,535420.89,401390,97100.78,13.9,1.07085e+06,HIGH
LN88417283,121058.17,89908,3894.43,14.0,242146,HIGH
LN97291726,360699.61,627135,184199.15,11.1,721407,HIGH
LN12603478,890933.83,1800333,6301.27,11.3,1.78216e+06,HIGH
LN83953072,15922.61,18127,2150.4,12.9,31858.9,HIGH
LN53040447,1104909.64,1284407,164849.09,12.8,2.20983e+06,HIGH
LN72603964,7430.27,22305,4127.55,8.0,14869.4,HIGH
LN85160690,915949.38,1387153,124864.72,10.2,1.83191e+06,HIGH
LN39225193,239275.95,138893,29240.4,9.8,478560,HIGH
LN35852099,79514.58,136784,17091.58,12.8,159042,HIGH
LN56296876,191461.99,238361,70089.11,8.8,382930,HIGH
LN23250163,5805.41,5696,270.91,10.6,11636.3,HIGH
LN82157197,529685.19,310943,69726.03,9.7,1.05938e+06,HIGH
LN13268663,74442.31,125516,15903.64,13.0,148898,HIGH
LN98163848,169083.83,185035,43991.34,9.9,338175,HIGH
LN77828886,925619.25,499928,69982.47,10.5,1.85125e+06,HIGH
LN10772816,138363.32,228994,16658.47,13.2,276746,HIGH
LN40314821,49865.47,76248,12246.69,14.0,99743.2,HIGH
LN81243506,420540.63,346058,58943.84,12.8,841092,HIGH
LN65061767,462921.57,247482,55896.24,10.6,925852,HIGH
LN80329546,354441.18,578102,32378.75,11.7,708906,HIGH
LN36297731,37102.65,16858,2924.26,12.3,74215.9,HIGH
LN51492329,434516.82,1162368,224173.15,9.0,869042,HIGH
LN68274967,1704648.33,1707516,501036.91,14.5,3.40931e+06,HIGH
LN69840573,84863.76,159295,32364.84,10.4,169736,HIGH
LN26654491,20492.47,8742,750.3,13.0,41002.2,HIGH
LN40918978,65794.9,185460,1818.91,8.6,131694,HIGH
LN24671494,54229.67,122217,17191.49,8.9,108470,HIGH
LN39143407,1069077.07,1290202,329742.6,12.4,2.13816e+06,HIGH
LN52315944,3564.17,4829,469.51,13.0,7144.79,HIGH
LN30535674,519557.57,795652,15855.04,10.1,1.03917e+06,HIGH
LN94877184,82264.49,155378,17030.31,11.9,164543,HIGH
LN71855404,280670.22,839488,73687.2,8.2,561355,HIGH
LN75659763,11693.87,5804,1592.97,11.2,23395.2,HIGH
LN19456108,262494.9,243469,12802.86,11.5,525013,HIGH
LN12240754,1161532.28,1885496,36996.18,9.6,2.32312e+06,HIGH
LN45296755,739258.96,1059484,208133.95,10.7,1.47853e+06,HIGH
LN13379156,89087.98,190964,15581.64,9.3,178191,HIGH
LN41892551,11297.74,24155,6995.33,9.2,22602.1,HIGH
LN36666006,6875.66,10589,705.81,9.8,13769.9,HIGH
LN98557336,132875.18,95329,16722.32,8.0,265760,HIGH
LN10798545,33168.38,28390,4538.72,12.3,66348.4,HIGH
LN29407629,6352.29,6440,733.13,14.0,12719.8,HIGH
LN11615157,324538.3,389697,39475.05,9.1,649090,HIGH
LN55951595,30116.26,53208,12415.43,12.5,60242.5,HIGH
LN44192609,132488.03,151007,17936.51,13.0,264991,HIGH
LN31593260,285842.17,223314,30851.14,13.4,571698,HIGH
LN40932209,7190.1,3495,331.23,11.3,14396.2,HIGH
LN34776649,158388.06,175258,24930.55,9.8,316788,HIGH
LN34965157,1361757.77,1612764,265168.74,12.6,2.72353e+06,HIGH
LN22016217,52980.57,71972,19512.22,8.1,105968,HIGH
LN31755959,180492.17,137456,26201.75,13.7,360996,HIGH
LN49319674,1651042.99,1849634,230772.21,9.7,3.3021e+06,HIGH
LN50209956,3200215.62,1190357,229182.61,14.9,6.40044e+06,HIGH
LN20612562,13660.0,23216,1369.48,12.8,27343.4,HIGH
LN88203499,3878385.93,1868305,126787.11,11.7,7.75679e+06,HIGH
LN28854776,222447.33,344388,46904.26,10.0,444906,HIGH
LN26793585,125162.41,261268,77914.23,11.0,250333,HIGH
LN82988885,1463994.39,1037957,254381.91,14.6,2.928e+06,HIGH
LN48391652,108121.78,179868,887.22,11.5,216450,HIGH
LN15150641,224129.74,218393,7511.39,11.0,448293,HIGH
LN17128096,3670.49,8770,1295.38,8.1,7350.82,HIGH
LN37409707,14147.2,9644,299.44,8.3,28330.4,HIGH
LN13600324,113451.27,168766,13624.58,12.6,226921,HIGH
LN39371617,22129.51,24365,2314.69,13.3,44275.2,HIGH
LN90816785,49354.29,21346,5913.27,12.9,98718.1,HIGH
LN16102947,1915.34,3489,417.59,11.3,3844.01,HIGH
LN26995046,1530638.25,1259974,81909.19,12.8,3.0613e+06,HIGH
LN89243413,122600.39,180635,43239.98,12.7,245211,HIGH
LN33275722,1283863.58,1916122,278185.36,14.3,2.56774e+06,HIGH
LN99512851,188586.19,198555,9742.59,13.9,377199,HIGH
LN46902879,1165711.62,1508280,32979.33,8.5,2.33147e+06,HIGH
LN51228103,301560.26,416459,17370.17,8.0,603148,HIGH
LN19529431,1250475.94,668695,32962.59,10.6,2.50098e+06,HIGH
LN87789924,78276.74,95155,6301.44,12.3,156573,HIGH
LN31212932,21551.41,14954,1988.12,8.2,43113.6,HIGH
LN29359833,1237909.49,951491,63606.08,13.6,2.47584e+06,HIGH
LN49759720,65555.21,157674,28419.95,9.8,131120,HIGH
LN54543810,1523232.47,1605245,352655.73,13.9,3.04648e+06,HIGH
LN98052162,2418.39,2284,134.68,10.5,4858.21,HIGH
LN56054662,149463.79,216067,7630.93,12.9,298961,HIGH
LN18761207,205788.68,227774,1045.45,9.8,411799,HIGH
LN91830453,5273.05,11951,1334.6,10.0,10560,HIGH
LN96183861,522465.95,565016,153600.86,13.6,1.04494e+06,HIGH
LN93232930,2604.21,3119,892.33,14.1,5218.55,HIGH
LN49974439,496435.62,200459,55965.43,13.8,992880,HIGH
LN98217882,2169645.72,1600727,136053.23,14.1,4.33931e+06,HIGH
LN95347736,101767.73,128129,3709.77,14.4,203576,HIGH
LN69860839,1168832.14,1117139,312675.02,11.2,2.33767e+06,HIGH
LN58792446,51726.26,57767,16679.15,13.2,103462,HIGH
LN26889503,409138.62,419909,19683.58,10.5,818303,HIGH
LN77979181,80580.35,158471,43515.2,10.0,161169,HIGH
LN35516980,120630.8,151909,5406.42,14.4,241295,HIGH
LN61793237,78239.38,63144,10807.38,13.0,156490,HIGH
LN45347935,2727925.15,1889684,122625.95,14.9,5.45587e+06,HIGH
LN62687413,135508.38,112389,31931.3,12.7,271026,HIGH
LN87388109,168451.09,299197,80567.93,10.9,336911,HIGH
LN92553788,605181.12,453707,102243.82,13.9,1.21037e+06,HIGH
LN32681175,1480342.46,746855,191386.32,11.2,2.96069e+06,HIGH
LN66499731,205752.31,257018,255.14,14.5,412519,HIGH
LN97237114,149467.42,165839,7276.4,13.3,298963,HIGH
LN13308719,5951.11,10954,1449.53,10.3,11914.7,HIGH
LN53592967,122375.07,68053,5349.38,10.2,244768,HIGH
LN74409849,251870.88,331905,34467.99,13.9,503757,HIGH
LN66549465,1507142.07,732612,145150.45,11.6,3.01429e+06,HIGH
LN78428417,163115.09,184290,34717.26,13.1,326242,HIGH
LN50387029,1115555.77,1145840,338992.98,14.2,2.23112e+06,HIGH
LN31950895,254880.82,282948,15938.1,13.3,509784,HIGH
LN18332872,177334.65,205958,17097.39,12.8,354686,HIGH
LN96405351,7715.7,11108,1564.69,12.7,15443.4,HIGH
LN23453242,146206.66,259634,5388.36,10.9,292466,HIGH
LN51984738,1646385.99,999156,192338.51,9.4,3.29278e+06,HIGH
LN56139398,184457.12,264174,75124.36,13.0,368924,HIGH
LN39046321,2494960.6,984781,282585.27,14.1,4.98993e+06,HIGH
LN78634238,1291347.88,915734,40381.67,8.1,2.58272e+06,HIGH
LN16432674,2145161.47,1411873,16870.32,8.7,4.29041e+06,HIGH
LN54315642,155242.84,309329,11449.57,9.9,310516,HIGH
LN85275249,1121536.66,1116069,193612.61,10.8,2.24308e+06,HIGH
LN95356599,53487.75,101988,29723.09,11.8,106983,HIGH
LN51085564,454287.14,447367,45389.01,10.9,908589,HIGH
LN76919418,170148.04,88256,12706.23,10.9,340308,HIGH
LN80871164,10730.32,22343,396.8,9.4,21521,HIGH
LN53374201,60350.52,88766,13635.75,12.7,120713,HIGH
LN75261750,270134.34,742333,138307.57,8.8,540278,HIGH
LN12547340,210683.69,105215,20405.03,11.3,421377,HIGH
LN88858759,795340.98,1322291,101874.47,9.4,1.5907e+06,HIGH
LN52310862,221083.46,420391,40034.33,10.3,442182,HIGH
LN20094932,669942.63,1368873,382349.39,11.2,1.33989e+06,HIGH
LN79473862,339529.5,146123,740.6,13.0,679262,HIGH
LN97315651,24129.47,23204,1197.6,14.9,48284.8,HIGH
LN89170261,22509.17,18376,3903.46,12.8,45029.1,HIGH
LN14521958,348580.79,483694,53325.44,11.0,697175,HIGH
LN21725180,138380.36,171678,48145.98,12.1,276770,HIGH
LN27137331,97170.87,239929,59976.07,9.6,194349,HIGH
LN47082362,339524.98,201452,11598.77,9.6,679070,HIGH
LN85194583,1664.55,3657,647.95,8.2,3337.74,HIGH
LN23170772,1115841.44,1630485,479141.7,12.8,2.23169e+06,HIGH
LN98361590,42669.5,70397,1384.23,13.2,85395.5,HIGH
LN31904855,993171.29,372062,74594.59,14.8,1.98635e+06,HIGH
LN80818593,213206.8,290437,17391.01,8.1,426433,HIGH
LN54985104,8001.4,24053,495.76,8.0,16054.5,HIGH
LN45281884,102178.85,149480,28771.9,14.5,204368,HIGH
LN53651194,7381.46,9829,1728.31,13.5,14774.4,HIGH
LN34634013,492306.89,1028795,33618.12,11.0,984648,HIGH
LN48138039,128079.9,222464,16840.62,11.1,256177,HIGH
LN57925098,27062.58,17266,842.8,8.9,54148.9,HIGH
LN61432378,744087.15,1367904,252223.13,10.6,1.48818e+06,HIGH
LN73385505,155208.51,217516,59483.34,10.9,310425,HIGH
LN27646522,6784.9,15904,2017.82,9.8,13580.8,HIGH
LN58383243,18522.75,19639,2783.04,10.1,37056.1,HIGH
LN10316686,10790.16,13843,3684.52,14.0,21590.8,HIGH
LN91780872,75769.75,52353,980.43,14.9,151599,HIGH
LN74653471,67593.05,44362,1948.01,8.7,135213,HIGH
LN17938368,6966.39,14163,496.37,11.0,13966,HIGH
LN27837062,241161.71,414670,46794.81,11.2,482336,HIGH
LN95173122,56995.01,106396,18784.13,12.0,114002,HIGH
LN60315556,79707.65,128422,26332.82,11.8,159425,HIGH
LN91178612,110735.98,186180,53549.43,11.4,221479,HIGH
LN28641440,5722.02,8495,2205.95,14.0,11454.9,HIGH
LN92458046,91011.89,100897,6603.03,13.3,182044,HIGH
LN25009814,12768.86,21971,1439.78,9.0,25555.8,HIGH
LN96708581,9461.56,23838,4104.16,9.3,18932.5,HIGH
LN67619377,19065.21,24112,2918.85,8.6,38142.6,HIGH
LN24049443,2536763.58,1049076,252913.91,13.5,5.07354e+06,HIGH
LN73303671,2387534.76,1182225,312409.4,11.4,4.77508e+06,HIGH
LN87351970,174497.92,92305,4789.13,10.7,349019,HIGH
LN54874958,931577.9,411193,61400.05,12.7,1.86317e+06,HIGH
LN89641763,3416.66,5920,1512.59,8.6,6840.21,HIGH
LN39109496,433863.48,672416,74128.01,12.2,867741,HIGH
LN12985777,56298.29,21651,2196.46,14.4,112613,HIGH
LN12104990,242975.4,388083,82081.54,11.9,485961,HIGH
LN89061668,59913.74,92528,26976.97,13.9,119836,HIGH
LN33817792,104069.56,184696,50362.37,12.5,208148,HIGH
LN99990982,3955.46,3949,1049.82,10.3,7918.91,HIGH
LN15308322,296066.99,130622,10462.85,12.7,592151,HIGH
LN83967685,34149.79,51436,11920.06,10.2,68307.4,HIGH
LN49282356,28920.31,54033,4102.92,10.4,57858.4,HIGH
LN29281250,1555274.06,1258064,249136.54,13.0,3.11056e+06,HIGH
LN30637112,18374.63,17206,711.4,11.3,36777.8,HIGH
